image_id,question_id,answers,question,image_path
270688,2706885,"['tomatoes', 'tomatoes', 'tomatoes', 'tomatoes', 'tomatoes', 'tomatoes', 'tomatoes', 'tomatoes', 'grapes', 'grapes']",What are the red items in the bowl?,COCO_train2014_000000270688.jpg
53615,536155,"['llama', 'llama', 'llama', 'llama', 'camel', 'camel', 'camel', 'camel', 'giraffe', 'giraffe']",What type of animal is this?,COCO_train2014_000000053615.jpg
75190,751905,"['kudzu', 'kudzu', 'juniper', 'juniper', 'snapdragons', 'snapdragons', 'hedges', 'hedges', 'hedge', 'hedge']",What kind of bushes are behind that bench?,COCO_train2014_000000075190.jpg
58435,584355,"['crops', 'crops', 'crops', 'crops', 'crop', 'crop', 'corn', 'corn', 'crop fields', 'crop fields']",What fields are these vechicles used to spray?,COCO_train2014_000000058435.jpg
296137,2961375,"['leaf', 'leaf', 'leaf', 'leaf', 'leaf', 'leaf', 'canadian', 'canadian', 'maple leaf', 'maple leaf']",What image is on the airplane?,COCO_train2014_000000296137.jpg
82131,821315,"['central park', 'central park', 'central park', 'central park', 'central park', 'central park', 'public park', 'public park', 'central', 'central']",What is the name of the park these benches reside in?,COCO_train2014_000000082131.jpg
269490,2694905,"['shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'hair', 'hair']",What is missing from this man's body?,COCO_train2014_000000269490.jpg
573485,5734855,"['united kingdom', 'united kingdom', 'united kingdom', 'united kingdom', 'england', 'england', 'england', 'england', 'london', 'london']",In what country would you find this bus?,COCO_train2014_000000573485.jpg
297488,2974885,"['hindu', 'hindu', 'hindu', 'hindu', 'hinduism', 'hinduism', 'hinduism', 'hinduism', 'muslim', 'muslim']",What religion holds these animals as sacred?,COCO_train2014_000000297488.jpg
438306,4383065,"['commuter train', 'commuter train', 'transportation', 'transportation', 'commuting to work', 'commuting to work', 'transporting people', 'transporting people', 'transport', 'transport']",What is this vehicle used for?,COCO_train2014_000000438306.jpg
214834,2148345,"['black eyed susan', 'black eyed susan', 'pansies', 'pansies', 'daffodils', 'daffodils', 'daisies', 'daisies', 'daisy', 'daisy']",What type of flowers are in the pot?,COCO_train2014_000000214834.jpg
59367,593675,"['noodle', 'noodle', 'noodle', 'noodle', 'oranges', 'oranges', 'noodles', 'noodles', 'wind funnel', 'wind funnel']",What is the common name of the orange items seen here?,COCO_train2014_000000059367.jpg
236015,2360155,"['rawling', 'rawling', 'rawling', 'rawling', 'russell', 'russell', 'wilson', 'wilson', 'easton and mizuno', 'easton and mizuno']",What brand of glove is this?,COCO_train2014_000000236015.jpg
415569,4155695,"['stadium', 'stadium', 'stadium', 'stadium', 'baseball stadium', 'baseball stadium', 'baseball field', 'baseball field', 'baseball game', 'baseball game']",In which type of location are all these people located?,COCO_train2014_000000415569.jpg
453287,4532875,"['street names', 'street names', 'street names', 'street names', 'street names', 'street names', 'street names', 'street names', 'street signs', 'street signs']",What are these green signs typically used for?,COCO_train2014_000000453287.jpg
448046,4480465,"['veil', 'veil', 'veil', 'veil', 'veil', 'veil', 'hajab', 'hajab', 'mosquito', 'mosquito']",What does one call the sheer netting the woman is wearing over her head?,COCO_train2014_000000448046.jpg
36755,367555,"['grain', 'grain', 'grain', 'grain', 'leaves', 'leaves', 'hay', 'hay', 'straw', 'straw']",What are those giraffes eating?,COCO_train2014_000000036755.jpg
217306,2173065,"['privacy', 'privacy', 'privacy', 'privacy', 'privacy', 'privacy', 'privacy', 'privacy', 'disposables', 'disposables']",What are the panels on the wall used for?,COCO_train2014_000000217306.jpg
123201,1232015,"['marriage', 'marriage', 'marriage', 'marriage', 'anniversary', 'anniversary', 'birthday', 'birthday', 'promotion', 'promotion']",What are these two individuals celebrating?,COCO_train2014_000000123201.jpg
283875,2838755,"['gun', 'gun', 'gun', 'gun', 'gun', 'gun', 'guns', 'guns', 'rifle', 'rifle']",What is normally used to kill the animals mounted on the wall?,COCO_train2014_000000283875.jpg
54386,543865,"['van gogh', 'van gogh', 'van gogh', 'van gogh', 'vincent von goh', 'vincent von goh', 'piccosso', 'piccosso', 'monet', 'monet']",What artist is famous to painting images similar to the one over the fireplace?,COCO_train2014_000000054386.jpg
468276,4682765,"['full', 'full', 'full', 'full', 'full', 'full', 'full', 'full', 'full', 'full']",Is the beer bottle full or empty?,COCO_train2014_000000468276.jpg
21451,214515,"['resturaunt', 'resturaunt', 'resturaunt', 'resturaunt', 'restaurant', 'restaurant', 'restaurant', 'restaurant', 'home', 'home']",Is this in a resturaunt or at home?,COCO_train2014_000000021451.jpg
59843,598435,"['golden gate', 'golden gate', 'golden gate', 'golden gate', 'golden gate', 'golden gate', 'san fransico bay', 'san fransico bay', 'golen gate', 'golen gate']",What is the name of the bridge in the background?,COCO_train2014_000000059843.jpg
271079,2710795,"['elevator', 'elevator', 'elevator', 'elevator', 'elevator', 'elevator', 'entering', 'entering', 'elevators', 'elevators']",These doors are used for what?,COCO_train2014_000000271079.jpg
79552,795525,"['lithium', 'lithium', 'lithium', 'lithium', 'lithium', 'lithium', 'cell phone battery', 'cell phone battery', 'ion', 'ion']",What kind of battery does this device use?,COCO_train2014_000000079552.jpg
295370,2953705,"['paws', 'paws', 'paws', 'paws', 'paws', 'paws', 'paws', 'paws', 'paws', 'paws']",The feet of animals like these are called what?,COCO_train2014_000000295370.jpg
408272,4082725,"['brazil', 'brazil', 'brazil', 'brazil', 'france', 'france', 'england australia', 'england australia', 'european union', 'european union']",What are the most popular countries for this sport?,COCO_train2014_000000408272.jpg
370493,3704935,"['converse', 'converse', 'converse', 'converse', 'converse', 'converse', 'keds', 'keds', 'new balance', 'new balance']",What brand of shoes is the white woman wearing?,COCO_train2014_000000370493.jpg
137281,1372815,"['speed limit', 'speed limit', 'speed limit', 'speed limit', 'speed limit enforced', 'speed limit enforced', 'mpg', 'mpg', 'speed measure', 'speed measure']",What does this sign signify?,COCO_train2014_000000137281.jpg
295776,2957765,"['peel', 'peel', 'peel', 'peel', 'peel', 'peel', 'to peel off its skin and then eat', 'to peel off its skin and then eat', 'hands', 'hands']",What is the best way to eat this?,COCO_train2014_000000295776.jpg
3713,37135,"['tom sims', 'tom sims', 'tom sims', 'tom sims', 'unsure', 'unsure', 'no idea', 'no idea', 'white people', 'white people']",Who invented this sport?,COCO_train2014_000000003713.jpg
123535,1235355,"['merino', 'merino', 'merino', 'merino', 'merino', 'merino', 'sheep', 'sheep', 'suffolk', 'suffolk']",What breed of sheep is this?,COCO_train2014_000000123535.jpg
103676,1036765,"['1977', '1977', '1977', '1977', '1977', '1977', '1975', '1975', '1978', '1978']",What year did this action figures first get released?,COCO_train2014_000000103676.jpg
304625,3046255,"['mulan', 'mulan', 'mulan', 'mulan', 'mulan', 'mulan', 'mulan', 'mulan', 'memoirs of geisha', 'memoirs of geisha']",Which disney movie featured this type of garb?,COCO_train2014_000000304625.jpg
370121,3701215,"['day', 'day', 'day', 'day', 'day', 'day', 'night', 'night', 'night', 'night']",Is it day or night here?,COCO_train2014_000000370121.jpg
538821,5388215,"['cocoa', 'cocoa', 'cocoa', 'cocoa', 'cocoa', 'cocoa', 'cacao', 'cacao', 'coffee', 'coffee']",What is the name of the bean that the flavor of the cupcake comes from?,COCO_train2014_000000538821.jpg
71005,710055,"['oster', 'oster', 'oster', 'oster', 'oster', 'oster', 'kitchenaid', 'kitchenaid', 'whirlpool', 'whirlpool']",What brand is this blender?,COCO_train2014_000000071005.jpg
426274,4262745,"['talking and eating', 'talking and eating', 'talking and eating', 'talking and eating', 'talking on phone and eating', 'talking on phone and eating', 'eating and talking on phone', 'eating and talking on phone', 'eating and listening', 'eating and listening']",The term multi tasking refers to which two activities seen here?,COCO_train2014_000000426274.jpg
410425,4104255,"['landing', 'landing', 'landing', 'landing', 'landing', 'landing', 'landing', 'landing', 'taking off', 'taking off']",Is this airplane most likely taking off or landing?,COCO_train2014_000000410425.jpg
182468,1824685,"['vase', 'vase', 'vase', 'vase', 'paperweight', 'paperweight', 'cookie cutter', 'cookie cutter', 'pot', 'pot']",What might be some alternate uses of the can shown in the photo?,COCO_train2014_000000182468.jpg
496891,4968915,"['tour bus', 'tour bus', 'tour bus', 'tour bus', 'tour', 'tour', 'tour', 'tour', 'tourbus', 'tourbus']",Is this a city bus or a tour bus?,COCO_train2014_000000496891.jpg
54691,546915,"['citrus juice', 'citrus juice', 'citrus juice', 'citrus juice', 'candy', 'candy', 'juice', 'juice', 'furit juice', 'furit juice']",What is filled in those bottles?,COCO_train2014_000000054691.jpg
437857,4378575,"['pussy', 'pussy', 'pussy', 'pussy', 'precious', 'precious', 'puss', 'puss', 'pussycat', 'pussycat']",What nickname for the furry animal starts with the same letter as the food in the box?,COCO_train2014_000000437857.jpg
81704,817045,"['run with scissors', 'run with scissors', 'run with scissors', 'run with scissors', 'run with scissors', 'run with scissors', 'stab yourself', 'stab yourself', 'running', 'running']",This young man is demonstrating something you shouldn't do what is it?,COCO_train2014_000000081704.jpg
282669,2826695,"['gift shop', 'gift shop', 'gift shop', 'gift shop', 'decor', 'decor', 'craft', 'craft', 'home depot', 'home depot']",What kind of store would sell this?,COCO_train2014_000000282669.jpg
56442,564425,"['beta carotene', 'beta carotene', 'beta carotene', 'beta carotene', '', '', 'vitamin b', 'vitamin b', 'vitamin d', 'vitamin d']",What vitamins do you get from these vegetables?,COCO_train2014_000000056442.jpg
64827,648275,"['goalie', 'goalie', 'goalie', 'goalie', 'goalie', 'goalie', 'goalie', 'goalie', 'goalie', 'goalie']",What position does she play?,COCO_train2014_000000064827.jpg
165347,1653475,"['turning', 'turning', 'turning', 'turning', 'pulling over', 'pulling over', 'bad driving', 'bad driving', 'big', 'big']",Why is that bus taking up three lanes?,COCO_train2014_000000165347.jpg
210806,2108065,"['700 mph', '700 mph', '700 mph', '700 mph', '55', '55', '500mph', '500mph', '200 mph', '200 mph']",How fast can a plane like this fly?,COCO_train2014_000000210806.jpg
83979,839795,"['fly south', 'fly south', 'fly south', 'fly south', 'fly south', 'fly south', 'migrate', 'migrate', 'migrate', 'migrate']",What do birds do in the winter?,COCO_train2014_000000083979.jpg
31437,314375,"['roasting', 'roasting', 'roasting', 'roasting', 'roasting', 'roasting', 'baking', 'baking', 'baking', 'baking']",What is this technique called?,COCO_train2014_000000031437.jpg
57515,575155,"['sock monkey', 'sock monkey', 'sock monkey', 'sock monkey', 'rockford red heel monkey', 'rockford red heel monkey', 'monkey', 'monkey', 'bear', 'bear']",What character is this umbrella designed after?,COCO_train2014_000000057515.jpg
25060,250605,"['50 kg', '50 kg', '50 kg', '50 kg', '75lbs', '75lbs', '2', '2', '200 lbs', '200 lbs']",What is the maximum weight the red suitcase can carry?,COCO_train2014_000000025060.jpg
236626,2366265,"['i phone', 'i phone', 'i phone', 'i phone', 'iphone', 'iphone', 'iphone', 'iphone', 'smart phone', 'smart phone']",What type of phone does this man have?,COCO_train2014_000000236626.jpg
449197,4491975,"['apron', 'apron', 'apron', 'apron', 'apron', 'apron', 'apron', 'apron', 'apron', 'apron']",What is the name of the item worn around the neck and tied at the waist?,COCO_train2014_000000449197.jpg
4042,40425,"['1984', '1984', '1984', '1984', 'last year', 'last year', 'last year', 'last year', '2018', '2018']",When was the last time this team won a national title?,COCO_train2014_000000004042.jpg
386390,3863905,"['fertilizer', 'fertilizer', 'fertilizer', 'fertilizer', 'manure', 'manure', 'water', 'water', 'sunshine', 'sunshine']",What is used to help the green plant grow?,COCO_train2014_000000386390.jpg
289766,2897665,"['pink flowers', 'pink flowers', 'carnations', 'carnations', 'carnation', 'carnation', 'lillies', 'lillies', 'roses', 'roses']",What is the name of those flowers?,COCO_train2014_000000289766.jpg
251475,2514755,"['soldier', 'soldier', 'soldier', 'soldier', 'soldier', 'soldier', 'soldier', 'soldier', 'military', 'military']",What is the profession of the man in this photo?,COCO_train2014_000000251475.jpg
283445,2834455,"['steak', 'steak', 'steak', 'steak', 'cheese steak', 'cheese steak', 'cheesesteak', 'cheesesteak', 'sub', 'sub']",What sandwich is that?,COCO_train2014_000000283445.jpg
247604,2476045,"['goggles', 'goggles', 'goggles', 'goggles', 'goggles', 'goggles', 'goggles', 'goggles', 'sunglasses', 'sunglasses']",What opbect is used to protect the eyes which doing water activities at this location?,COCO_train2014_000000247604.jpg
550660,5506605,"['painting', 'painting', 'painting', 'painting', 'painting', 'painting', 'painting', 'painting', 'painting', 'painting']",What is the elephant doing?,COCO_train2014_000000550660.jpg
83174,831745,"['bleachers', 'bleachers', 'bleachers', 'bleachers', 'bleachers', 'bleachers', 'bleacher', 'bleacher', 'seats behind home plate', 'seats behind home plate']",What are the seats behind the umpire called?,COCO_train2014_000000083174.jpg
19251,192515,"['wax', 'wax', 'wax', 'wax', 'clean', 'clean', 'sex wax', 'sex wax', 'storage', 'storage']",How do you care for this equipment?,COCO_train2014_000000019251.jpg
319996,3199965,"['brightener', 'brightener', 'white balance', 'white balance', 'white', 'white', 'contrast', 'contrast', 'brighten', 'brighten']",Which are some color corrections needed in this photo?,COCO_train2014_000000319996.jpg
6229,62295,"['float', 'float', 'float', 'float', 'float', 'float', 'should float', 'should float', 'sink', 'sink']",If one of the dogs falls off this apparatus will it likely float or sink?,COCO_train2014_000000006229.jpg
77260,772605,"['purple', 'purple', 'purple', 'purple', 'yellow', 'yellow', 'green', 'green', 'white', 'white']",What is the complimentary color to the wall?,COCO_train2014_000000077260.jpg
403271,4032715,"['1769', '1769', '1769', '1769', '1769', '1769', '1970', '1970', '1960', '1960']",When was this sport invented?,COCO_train2014_000000403271.jpg
443752,4437525,"['powdered', 'powdered', 'powdered', 'powdered', 'jelly filled', 'jelly filled', 'jelly filled', 'jelly filled', 'jam i think', 'jam i think']",What kind of doughnut is in this picture?,COCO_train2014_000000443752.jpg
24702,247025,"['michelle obama', 'michelle obama', 'michelle obama', 'michelle obama', 'michelle obama', 'michelle obama', 'michelle obama', 'michelle obama', 'michelle obama', 'michelle obama']",Which first lady campaigned for healthier school meals?,COCO_train2014_000000024702.jpg
240074,2400745,"['break', 'break', 'break', 'break', 'break', 'break', 'shatter', 'shatter', 'shatter', 'shatter']",What can happen the objects shown are thrown on the ground?,COCO_train2014_000000240074.jpg
1810,18105,"['timer', 'timer', 'timer', 'timer', 'toasting', 'toasting', 'toasting', 'toasting', 'toast bread', 'toast bread']",What was the machine beside the bowl used for?,COCO_train2014_000000001810.jpg
470770,4707705,"['parked', 'parked', 'parked', 'parked', 'sedans', 'sedans', 'vans', 'vans', '4 door', '4 door']",What kind of cars are in the photo?,COCO_train2014_000000470770.jpg
461878,4618785,"['tweety', 'tweety', 'tweety', 'tweety', 'tweety', 'tweety', 'tweety bird', 'tweety bird', 'tweety bird', 'tweety bird']",What loony tune character is in this photo?,COCO_train2014_000000461878.jpg
300629,3006295,"['46', '46', '46', '46', '300', '300', '20', '20', '400', '400']",How many servings of this food does the average american consume yearly?,COCO_train2014_000000300629.jpg
196035,1960355,"['gene kelly', 'gene kelly', 'gene kelly', 'gene kelly', 'gene kelly', 'gene kelly', 'gene kelly', 'gene kelly', 'rhinna', 'rhinna']",What famous singer dances and sings while holding one of these?,COCO_train2014_000000196035.jpg
198997,1989975,"['baby elephant', 'baby elephant', 'baby elephant', 'baby elephant', 'baby elephants', 'baby elephants', 'calf', 'calf', 'hunter', 'hunter']",What is following the elephant?,COCO_train2014_000000198997.jpg
392067,3920675,"['35', '35', '35', '35', '30s', '30s', '21', '21', '51', '51']",How old is the man with the receding hairline?,COCO_train2014_000000392067.jpg
287854,2878545,"['moen', 'moen', 'moen', 'moen', 'delta', 'delta', 'wellis', 'wellis', 'whirpool', 'whirpool']",What is the brand of the faucet?,COCO_train2014_000000287854.jpg
170406,1704065,"['samoyed', 'samoyed', 'samoyed', 'samoyed', 'palmeranian', 'palmeranian', 'husky', 'husky', 'eskimo', 'eskimo']",What type of dog is this?,COCO_train2014_000000170406.jpg
115328,1153285,"['lavender', 'lavender', 'lavender', 'lavender', 'lavendart', 'lavendart', 'hydranges', 'hydranges', 'lupine', 'lupine']",What kind of purple flours are growing in the background?,COCO_train2014_000000115328.jpg
465060,4650605,"['batman', 'batman', 'batman', 'batman', 'batman', 'batman', 'batman', 'batman', 'batman', 'batman']",What superhero is on the box?,COCO_train2014_000000465060.jpg
74183,741835,"['1839', '1839', '1839', '1839', '1839', '1839', '1839', '1839', '1888', '1888']",What year was the sport played by this team invented?,COCO_train2014_000000074183.jpg
134169,1341695,"['project', 'project', 'project', 'project', 'science fair', 'science fair', 'write her name', 'write her name', 'science project', 'science project']",What is the young school girl demonstrating something to the gentleman?,COCO_train2014_000000134169.jpg
434951,4349515,"['starvation', 'starvation', 'starvation', 'starvation', 'very starved', 'very starved', 'underfed', 'underfed', 'poor', 'poor']",What type of health condition would you say this cow is in?,COCO_train2014_000000434951.jpg
243504,2435045,"['hamster', 'hamster', 'hamster', 'hamster', 'hamster', 'hamster', 'hamster', 'hamster', 'gerbil', 'gerbil']",Is this a gerbil or hamster?,COCO_train2014_000000243504.jpg
517985,5179855,"['grains', 'grains', 'grains', 'grains', 'dairy', 'dairy', 'dairy', 'dairy', 'meat', 'meat']",Which essential food group is missing?,COCO_train2014_000000517985.jpg
30054,300545,"['sparrows', 'sparrows', 'sparrows', 'sparrows', 'sparrows', 'sparrows', 'finches', 'finches', 'pigeons', 'pigeons']",Id these birds?,COCO_train2014_000000030054.jpg
489986,4899865,"['fan', 'fan', 'fan', 'fan', 'fan', 'fan', 'fan', 'fan', 'air condtioner', 'air condtioner']",What sort of portable item serves to move the air just like this ceiling item?,COCO_train2014_000000489986.jpg
381460,3814605,"['boots', 'boots', 'boots', 'boots', 'boots', 'boots', 'boots', 'boots', 'wellingtons', 'wellingtons']",What type of shoes is the child wearing?,COCO_train2014_000000381460.jpg
436145,4361455,"['arch', 'arch', 'arch', 'arch', 'glass block', 'glass block', 'french', 'french', 'palladium', 'palladium']",What style of window has an arch on top?,COCO_train2014_000000436145.jpg
237831,2378315,"['baby', 'baby', 'baby', 'baby', 'baby', 'baby', 'baby', 'baby', 'baby', 'baby']",Whose birthday is being celebrated?,COCO_train2014_000000237831.jpg
236075,2360755,"['trailways', 'trailways', 'trailways', 'trailways', 'trailways', 'trailways', 'trailways', 'trailways', 'trailways', 'trailways']",What's the brand of bus?,COCO_train2014_000000236075.jpg
387759,3877595,"['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'opposing', 'opposing']",Do the lanes in the picture run in the same or opposing direction?,COCO_train2014_000000387759.jpg
443192,4431925,"['reclining', 'reclining', 'reclining', 'reclining', 'supine', 'supine', 'seated', 'seated', 'seatedq', 'seatedq']",What position is this man sitting in?,COCO_train2014_000000443192.jpg
85483,854835,"['cord', 'cord', 'cord', 'cord', 'computer', 'computer', 'keyboard', 'keyboard', 'wire', 'wire']",What is the mouse attached to?,COCO_train2014_000000085483.jpg
571575,5715755,"['tuba', 'tuba', 'tuba', 'tuba', 'tuba', 'tuba', 'brass', 'brass', 'brass', 'brass']",What kind of instruments are they playing?,COCO_train2014_000000571575.jpg
421597,4215975,"['pole', 'pole', 'pole', 'pole', 'skii poles', 'skii poles', 'poles', 'poles', 'ski poles', 'ski poles']",What is the object in the persons hand called?,COCO_train2014_000000421597.jpg
527314,5273145,"['greek', 'greek', 'greek', 'greek', 'italian', 'italian', 'baroque', 'baroque', 'gothic', 'gothic']",What kind of architecture is shown?,COCO_train2014_000000527314.jpg
82860,828605,"['bent', 'bent', 'bent', 'bent', 'were in outlet', 'were in outlet', 'broken', 'broken', 'burned', 'burned']",What happened to these scissors?,COCO_train2014_000000082860.jpg
8176,81765,"['overalls', 'overalls', 'overalls', 'overalls', 'overalls', 'overalls', 'overalls', 'overalls', 'overalls', 'overalls']",What is the child wearing over their red shirt?,COCO_train2014_000000008176.jpg
74861,748615,"['bags', 'bags', 'people', 'people', 'passenger', 'passenger', 'human', 'human', 'passengers', 'passengers']",What kind of cargo do these train cars carry?,COCO_train2014_000000074861.jpg
291868,2918685,"['braking', 'braking', 'stopped', 'stopped', 'stopping', 'stopping', 'break', 'break', 'stop', 'stop']",What does the bright red light on the vehicle mean?,COCO_train2014_000000291868.jpg
404221,4042215,"['lugg valley', 'lugg valley', 'lugg valley', 'lugg valley', 'europe', 'europe', 'england', 'england', 'city', 'city']",Where is this?,COCO_train2014_000000404221.jpg
360566,3605665,"['10feet', '10feet', '10feet', '10feet', '8 meters', '8 meters', '8 meters', '8 meters', '10 feet', '10 feet']",How tall is the mast on this boat?,COCO_train2014_000000360566.jpg
490555,4905555,"['watching tv', 'watching tv', 'watching tv', 'watching tv', 'entertaining', 'entertaining', 'tv', 'tv', 'relaxing', 'relaxing']",What would you use this room for?,COCO_train2014_000000490555.jpg
284454,2844546,"['slow down', 'slow down', 'slow down', 'slow down', 'slow down', 'slow down', 'yield', 'yield', 'caution', 'caution']",What does it mean if this were to light up yellow?,COCO_train2014_000000284454.jpg
161836,1618365,"['10:1', '10:1', '10:1', '10:1', '9:4:1', '9:4:1', '1:1', '1:1', '2', '2']",What is the compression ratio of the motor in this motorcycle?,COCO_train2014_000000161836.jpg
152209,1522095,"['lowes', 'lowes', 'lowes', 'lowes', 'hardware store', 'hardware store', 'bed bath and beyond', 'bed bath and beyond', 'home depot', 'home depot']",Where can that toilet seat be bought?,COCO_train2014_000000152209.jpg
83407,834075,"['stopping', 'stopping', 'stopping', 'stopping', 'stop', 'stop', 'stop', 'stop', 'traffic', 'traffic']",What is this sign for?,COCO_train2014_000000083407.jpg
24257,242575,"['platform', 'platform', 'platform', 'platform', 'train', 'train', 'track', 'track', 'trainer', 'trainer']",Which item depicted here is also a kind of shoe?,COCO_train2014_000000024257.jpg
91858,918585,"['peacock', 'peacock', 'peacock', 'peacock', 'peacock', 'peacock', 'peacock', 'peacock', 'peacock', 'peacock']",What type of brightly colored bird is this?,COCO_train2014_000000091858.jpg
